pheno	pheno_code	idp
height	ukb-b-10787	IDP-25640
height	ukb-b-10787	IDP-25649
height	ukb-b-10787	IDP-25648
height	ukb-b-10787	IDP-25653
height	ukb-b-10787	IDP-25652
height	ukb-b-10787	IDP-25667
height	ukb-b-10787	IDP-25671
height	ukb-b-10787	IDP-25690
height	ukb-b-10787	IDP-25699
height	ukb-b-10787	IDP-25710
height	ukb-b-10787	IDP-25711
height	ukb-b-10787	IDP-25714
height	ukb-b-10787	IDP-25719
bmi	ukb-b-19953	IDP-25152
bmi	ukb-b-19953	IDP-25359
bmi	ukb-b-19953	IDP-25358
bmi	ukb-b-19953	IDP-25402
bmi	ukb-b-19953	IDP-25426
bmi	ukb-b-19953	IDP-25454
bmi	ukb-b-19953	IDP-25491
bmi	ukb-b-19953	IDP-25566
bmi	ukb-b-19953	IDP-25584
bmi	ukb-b-19953	IDP-25601
bmi	ukb-b-19953	IDP-25701
wbc	ieu-b-30	IDP-25136
wbc	ieu-b-30	IDP-25167
wbc	ieu-b-30	IDP-25190
wbc	ieu-b-30	IDP-25191
wbc	ieu-b-30	IDP-25239
wbc	ieu-b-30	IDP-25268
wbc	ieu-b-30	IDP-25424
wbc	ieu-b-30	IDP-25430
wbc	ieu-b-30	IDP-25475
wbc	ieu-b-30	IDP-25522
wbc	ieu-b-30	IDP-25603
wbc	ieu-b-30	IDP-25711
wbc	ieu-b-30	PC-2
rbc	ebi-a-GCST004601	IDP-25056
rbc	ebi-a-GCST004601	IDP-25073
rbc	ebi-a-GCST004601	IDP-25076
rbc	ebi-a-GCST004601	IDP-25084
rbc	ebi-a-GCST004601	IDP-25137
rbc	ebi-a-GCST004601	IDP-25181
rbc	ebi-a-GCST004601	IDP-25185
rbc	ebi-a-GCST004601	IDP-25190
rbc	ebi-a-GCST004601	IDP-25209
rbc	ebi-a-GCST004601	IDP-25239
rbc	ebi-a-GCST004601	IDP-25238
rbc	ebi-a-GCST004601	IDP-25277
rbc	ebi-a-GCST004601	IDP-25276
rbc	ebi-a-GCST004601	IDP-25331
rbc	ebi-a-GCST004601	IDP-25401
rbc	ebi-a-GCST004601	IDP-25418
rbc	ebi-a-GCST004601	IDP-25430
rbc	ebi-a-GCST004601	IDP-25448
rbc	ebi-a-GCST004601	IDP-25463
rbc	ebi-a-GCST004601	IDP-25529
rbc	ebi-a-GCST004601	IDP-25551
rbc	ebi-a-GCST004601	IDP-25558
rbc	ebi-a-GCST004601	IDP-25637
rbc	ebi-a-GCST004601	IDP-25638
rbc	ebi-a-GCST004601	IDP-25710
rbc	ebi-a-GCST004601	IDP-25711
rbc	ebi-a-GCST004601	PC-2
platelet	ukb-d-30080_irnt	IDP-25058
platelet	ukb-d-30080_irnt	IDP-25079
platelet	ukb-d-30080_irnt	IDP-25139
platelet	ukb-d-30080_irnt	IDP-25161
platelet	ukb-d-30080_irnt	IDP-25170
platelet	ukb-d-30080_irnt	IDP-25190
platelet	ukb-d-30080_irnt	IDP-25191
platelet	ukb-d-30080_irnt	IDP-25196
platelet	ukb-d-30080_irnt	IDP-25227
platelet	ukb-d-30080_irnt	IDP-25232
platelet	ukb-d-30080_irnt	IDP-25250
platelet	ukb-d-30080_irnt	IDP-25293
platelet	ukb-d-30080_irnt	IDP-25299
platelet	ukb-d-30080_irnt	IDP-25347
platelet	ukb-d-30080_irnt	IDP-25365
platelet	ukb-d-30080_irnt	IDP-25382
platelet	ukb-d-30080_irnt	IDP-25415
platelet	ukb-d-30080_irnt	IDP-25418
platelet	ukb-d-30080_irnt	IDP-25430
platelet	ukb-d-30080_irnt	IDP-25474
platelet	ukb-d-30080_irnt	IDP-25486
platelet	ukb-d-30080_irnt	IDP-25503
platelet	ukb-d-30080_irnt	IDP-25522
platelet	ukb-d-30080_irnt	IDP-25553
platelet	ukb-d-30080_irnt	IDP-25634
platelet	ukb-d-30080_irnt	IDP-25703
platelet	ukb-d-30080_irnt	IDP-25714
platelet	ukb-d-30080_irnt	PC-2
platelet	ukb-d-30080_irnt	PC-7
lymphocyte	ebi-a-GCST004627	IDP-25136
lymphocyte	ebi-a-GCST004627	IDP-25191
lymphocyte	ebi-a-GCST004627	IDP-25238
lymphocyte	ebi-a-GCST004627	IDP-25475
lymphocyte	ebi-a-GCST004627	IDP-25476
lymphocyte	ebi-a-GCST004627	IDP-25710
lymphocyte	ebi-a-GCST004627	IDP-25711
lymphocyte	ebi-a-GCST004627	IDP-25728
monocyte	ukb-d-30130_irnt	IDP-25181
monocyte	ukb-d-30130_irnt	IDP-25197
monocyte	ukb-d-30130_irnt	IDP-25242
monocyte	ukb-d-30130_irnt	IDP-25268
monocyte	ukb-d-30130_irnt	IDP-25392
monocyte	ukb-d-30130_irnt	IDP-25464
monocyte	ukb-d-30130_irnt	IDP-25541
monocyte	ukb-d-30130_irnt	IDP-25649
monocyte	ukb-d-30130_irnt	IDP-25711
monocyte	ukb-d-30130_irnt	IDP-25726
monocyte	ukb-d-30130_irnt	PC-2
neutrophil	ebi-a-GCST004629	IDP-25076
neutrophil	ebi-a-GCST004629	IDP-25167
neutrophil	ebi-a-GCST004629	IDP-25181
neutrophil	ebi-a-GCST004629	IDP-25191
neutrophil	ebi-a-GCST004629	IDP-25238
neutrophil	ebi-a-GCST004629	IDP-25300
neutrophil	ebi-a-GCST004629	IDP-25424
neutrophil	ebi-a-GCST004629	IDP-25475
neutrophil	ebi-a-GCST004629	IDP-25522
neutrophil	ebi-a-GCST004629	IDP-25538
neutrophil	ebi-a-GCST004629	IDP-25553
neutrophil	ebi-a-GCST004629	IDP-25630
neutrophil	ebi-a-GCST004629	IDP-25682
neutrophil	ebi-a-GCST004629	IDP-25711
eosinophil	ebi-a-GCST004606	IDP-25082
eosinophil	ebi-a-GCST004606	IDP-25190
eosinophil	ebi-a-GCST004606	IDP-25239
eosinophil	ebi-a-GCST004606	IDP-25346
eosinophil	ebi-a-GCST004606	IDP-25360
eosinophil	ebi-a-GCST004606	IDP-25379
eosinophil	ebi-a-GCST004606	IDP-25418
eosinophil	ebi-a-GCST004606	IDP-25502
eosinophil	ebi-a-GCST004606	IDP-25554
eosinophil	ebi-a-GCST004606	IDP-25567
eosinophil	ebi-a-GCST004606	IDP-25568
eosinophil	ebi-a-GCST004606	IDP-25603
basophil	ieu-b-29	IDP-25711
basophil	ieu-b-29	PC-2
